label;id;date;query;user;tweet
4;2002246791;Tue Jun 02 03:37:50 PDT 2009;NO_QUERY;Dearmaryvi;Hellllllooo Rainy Skiess&lt
0;2218592671;Wed Jun 17 22:46:03 PDT 2009;NO_QUERY;LM9;Damnit! I got to write a rough draft for an online magazine by Friday...I haven't written anything in awhile..I wish I was Lester Bangs! 
4;1966268121;Fri May 29 17:26:53 PDT 2009;NO_QUERY;amoreamoreamore;got douban too now 
0;1881133363;Fri May 22 03:42:44 PDT 2009;NO_QUERY;IEPhiL;Could today be my first and last no-work Friday of the summer?  Email sent to MS... *dun dun duuuun*
4;2184600128;Mon Jun 15 16:08:44 PDT 2009;NO_QUERY;tinyflowergirl; starbucks tonight! I love my dysfunctional family.
0;2240143649;Fri Jun 19 09:23:33 PDT 2009;NO_QUERY;veromar122;T-minus 3 days until I take the Step. Please pray for me. 
0;1822634547;Sat May 16 20:01:54 PDT 2009;NO_QUERY;VinDawg;@BayShoreCC in the am, work  .....then tomorrow night @DaneCook new stand up act at 10pm can't wait
4;2185602893;Mon Jun 15 17:37:44 PDT 2009;NO_QUERY;Ruth_Less1;@Fejennings .............ah well..... im just me...nothing else.... tee hee 
4;2014233792;Wed Jun 03 00:52:07 PDT 2009;NO_QUERY;kezbat;@whatyouknow I've always wondered. Has it changed any since I left? Apart from more crazydrama than ever like you said 
4;1553367848;Sat Apr 18 14:04:45 PDT 2009;NO_QUERY;Mellyy13;Studying addictions psychology ... last exam next week ! Can't wait for Summmmerr 
0;2237224410;Fri Jun 19 05:25:12 PDT 2009;NO_QUERY;vanxiaoyi;My phone's lowbat. See? I tweeted too much 
0;2236126048;Fri Jun 19 02:55:11 PDT 2009;NO_QUERY;hannahmatthews2;hangover 
0;2048283124;Fri Jun 05 14:57:16 PDT 2009;NO_QUERY;geninha;wishing she could see @lntweet again tomorrow with @cheetahrawr in Modesto  I don't wanna wait until they come back to SF
4;2052925664;Sat Jun 06 02:34:20 PDT 2009;NO_QUERY;avliyaASYA;At salon with @shintanurfauzia 
4;1981206831;Sun May 31 08:39:27 PDT 2009;NO_QUERY;riotkiddxo;I know I'm being awfully annoying
4;1573024984;Mon Apr 20 23:25:36 PDT 2009;NO_QUERY;mactavish;@Alonis I might make it to Berkeley tomorrow 
4;1977340503;Sat May 30 20:44:44 PDT 2009;NO_QUERY;BrittanyAnnTodd;Had fun workin on the house with the fam until G came to spoil the party...what a Debby Downer!! Still can't wait to do it again tomorrow 
4;1565296896;Mon Apr 20 06:24:47 PDT 2009;NO_QUERY;OMJek;@novarez hmm i guess you new husband? ha! hey i got a pic. of you when you are walking with hihi your boy. 
4;2188617079;Mon Jun 15 22:13:48 PDT 2009;NO_QUERY;MissAllySun;@krisserr i added you on msn  twin, i love how i have you now on facebook, myspace, twitter and msn! hahaha
4;1973605284;Sat May 30 11:28:47 PDT 2009;NO_QUERY;melissaox;@witchyknitter Lol. Maybe it is. 
0;1986415520;Sun May 31 18:48:19 PDT 2009;NO_QUERY;jeorgina;@stolenrain I thought I did reply though   Your birthday message?
0;2328436678;Thu Jun 25 09:34:45 PDT 2009;NO_QUERY;Eminax3;@cookiedorksx3 babiii  we need to talk soon! when u get on at yt, or twitter or msn SAYY xD cause later i'll be on 
4;1976442016;Sat May 30 17:20:22 PDT 2009;NO_QUERY;DebBennett555;@TammyBurnell oooohh one of my aspirations hun 
4;2175576334;Mon Jun 15 01:22:51 PDT 2009;NO_QUERY;neogeishia;@Starbucks i left my soul on the table in starbucks, just opposite to my office across the 8-lane way. message from Seoul, Korea.. 
0;2065461403;Sun Jun 07 08:38:37 PDT 2009;NO_QUERY;dannybanany;@Blazex3 holidays? ooh we had no holidays  damn lol.
0;2070422864;Sun Jun 07 17:40:02 PDT 2009;NO_QUERY;StayFearless;im talking to my bf right now. he says we need to talk......... he just dumped me.  tears are falling down my face. i love him.
0;2063737294;Sun Jun 07 03:52:41 PDT 2009;NO_QUERY;chekaloren23;school day is just 1 week ahead..! 
4;2054181421;Sat Jun 06 06:45:38 PDT 2009;NO_QUERY;OldWorldLimited;@LarrySPhillips Thanks Larry   I can only imagine those things coming up fast!  Time has already zoomed by to have 1 graduating from HS.
0;2251600701;Sat Jun 20 04:01:12 PDT 2009;NO_QUERY;jenwithpinktoes;boo, no new york minute to illegally download 
0;1971620388;Sat May 30 07:31:11 PDT 2009;NO_QUERY;Mari18;@TYFO that app is so fun, but I tried using it in a real situation last night and it kept crashing my phone 
4;1751918417;Sat May 09 20:35:59 PDT 2009;NO_QUERY;SirDarkseid;@Kevin_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying. 
4;1961356579;Fri May 29 09:22:40 PDT 2009;NO_QUERY;Dreamgirl_br;http://twitpic.com/66tcv - On my way to Bauru city! 
0;2062969296;Sun Jun 07 00:54:58 PDT 2009;NO_QUERY;cavorting;@Fanny_Ingabout on the bed, had to go out in the rain to get the latte, you seem to have forgotten to serve me today 
4;1684954939;Sat May 02 22:34:12 PDT 2009;NO_QUERY;upicks;@Jenocide312 LOL thanks... I feel like a softy now 
0;2179443899;Mon Jun 15 09:06:39 PDT 2009;NO_QUERY;TerryLCooper;One exam t go!Finished Ronnie Corbett's auto n started Parky's. Still spendin lots o time watchin tv.Wrote 2 poems but bit long too post 
4;2044500382;Fri Jun 05 09:27:01 PDT 2009;NO_QUERY;pibby;@thefirstpancake Everything happens for a reason. You broke my heart and a few months later it got put back together 
0;1558213330;Sun Apr 19 07:39:20 PDT 2009;NO_QUERY;suewaters;@janelowe same old same old been asleep and then woke up struggling to go back to sleep 
4;2067589249;Sun Jun 07 12:36:45 PDT 2009;NO_QUERY;bluewavemedia;@kristofcreative I would pencil in &quot
0;2045243099;Fri Jun 05 10:26:41 PDT 2009;NO_QUERY;camerakari;unannounced visitor ate my dount 
4;1678574933;Sat May 02 07:07:47 PDT 2009;NO_QUERY;Spidersamm;@aamelia hahaha nah he couldnt come to the party :S me and my friend just wanted to meet him cos his name is bradie, haha 
4;1933123639;Tue May 26 23:03:31 PDT 2009;NO_QUERY;VTuttoilmondo;@KulorDS haha nice, of course im bringing it! maybe ill get a few cool shots 
0;1979764052;Sun May 31 04:24:38 PDT 2009;NO_QUERY;rachel1975;My body hurts! Spent yesterday shoveling, hauling, &amp
0;1974546983;Sat May 30 13:21:18 PDT 2009;NO_QUERY;doefang4u;Garage sale is kaput! All remaining items now temporarily at the DI  http://twitpic.com/6a5zr
0;2001758927;Tue Jun 02 01:58:45 PDT 2009;NO_QUERY;karramandi;I don't know if it's the heatwave we're having in the UK at the moment but kids were up half the night 
0;2233824601;Thu Jun 18 21:57:42 PDT 2009;NO_QUERY;Cory5412;@maggitronica So Win! But we're definitely missing you at game night! 
4;1969612064;Sat May 30 00:36:30 PDT 2009;NO_QUERY;redLIGHTjoli;Tooting, some call it pooting, it's air polluting, when they come out your butt butt butt butt butt butt butt butt butt BUTT... butt. 
4;1957195093;Thu May 28 23:47:17 PDT 2009;NO_QUERY;ispymichelle;@nadiralaffin you heart indian curry. indian curry is your bffl 
0;2218655872;Wed Jun 17 22:53:34 PDT 2009;NO_QUERY;designchic;is following someone but they are not showing that i am in the &quot
4;1559809244;Sun Apr 19 12:06:09 PDT 2009;NO_QUERY;martinridd;@vinylred what mobile client do you use for twitter (on your SE phone)? ta 
0;2176259634;Mon Jun 15 03:22:24 PDT 2009;NO_QUERY;TwinerdMandy;YAY that went really well!! Cant wait for Weds! My arm hurts!! 
4;2002264541;Tue Jun 02 03:41:18 PDT 2009;NO_QUERY;cathrinemhm;I have had my final final!  yeeey. Just one Oral final left, but thats not for another 10 days 
4;1564023436;Mon Apr 20 01:22:58 PDT 2009;NO_QUERY;ange321;@mileycyrus i made this for you.please see it and comment it  http://www.twitpic.com/33dl7
4;1557584294;Sun Apr 19 04:58:36 PDT 2009;NO_QUERY;Xo_Abby_oX;Another sunny day in the uk 
4;2063659254;Sun Jun 07 03:33:53 PDT 2009;NO_QUERY;mymOnkie;woa. 20 followers?! cool 
4;1759052001;Sun May 10 18:21:08 PDT 2009;NO_QUERY;breakbeat;@samsy http://twitpic.com/4yeug - goat then? donkey? You've obviously been outside your house, like down the path or something 
4;2060908782;Sat Jun 06 19:48:47 PDT 2009;NO_QUERY;NoMoreCandy4U;Is watchin 'cow n chicken' with niece. So far i think she likes it.  yay! Brings back memories...
4;1985987672;Sun May 31 18:08:38 PDT 2009;NO_QUERY;IzabelaIzzy;If you party way too much throw your hands in the air 
0;2052813923;Sat Jun 06 02:07:30 PDT 2009;NO_QUERY;alikat76;looing forwars to going out this evening and its raining  
4;1792769691;Thu May 14 00:11:04 PDT 2009;NO_QUERY;vivalahana;@herlastdownfall how are you?  haha. so she's leighton..
4;1559677674;Sun Apr 19 11:46:02 PDT 2009;NO_QUERY;McFLY_4_EVER;crossing today of my calender omg its like 20 days till McFLY....xx 
0;2060846668;Sat Jun 06 19:41:33 PDT 2009;NO_QUERY;NEGHT;tomorrow is the last day of BBC blast studio. 
4;1979420469;Sun May 31 02:58:34 PDT 2009;NO_QUERY;VernishiaRenee;I'm done hosting Distinctively Jazz set on radio- it was very soothing, I can do this EVERY Sunday!  Back to work I go- what do I do???
4;2015042916;Wed Jun 03 03:31:17 PDT 2009;NO_QUERY;Disco_Jesus;about to aerobics it up a treat ^^ i am SHATTERED though- didnae sleep until 4 ish. not good!!!!hopefully aerobics will wear me out 
4;2067396920;Sun Jun 07 12:16:14 PDT 2009;NO_QUERY;Kassay;i prefer after, plus its a nice cool down after a hard workout 
0;2231085408;Thu Jun 18 18:01:29 PDT 2009;NO_QUERY;oumiec;@VIP_STATUS Awwww  dont we all hate the slave ship  ... For me same ol same ol..Just a different day same shit!!!!!!!!!!! lol
4;1969679799;Sat May 30 00:50:37 PDT 2009;NO_QUERY;tamlynleigh;Good morning tweeps!  Hope your day seems as good as mine is 
4;1957728818;Fri May 29 01:25:19 PDT 2009;NO_QUERY;IconerMaddyct;I (L) PARIS  City Of Looove !   ICONERS DO IT BETTER YALL !!!! Am Finally Wearing the Red String.. And Damn Proud Of It  Yiiikes _ Love/
0;2199046632;Tue Jun 16 16:56:51 PDT 2009;NO_QUERY;BrickShasha;@joemaclover woo-hoo!!!! Any fried ice cream? I haven't gotten a single twit pic you jerks 
4;2063088416;Sun Jun 07 01:19:37 PDT 2009;NO_QUERY;romeljohan;@jindramaqueen HAHAHA..  chilled chilled.. thanks 
0;2190115803;Tue Jun 16 01:48:46 PDT 2009;NO_QUERY;hawanasir;trying to bake cupcakes. yess i suck at cooking baking and all 
0;1691851453;Sun May 03 18:44:46 PDT 2009;NO_QUERY;abeex00;my puppy is teething 
4;2002873079;Tue Jun 02 05:22:11 PDT 2009;NO_QUERY;feehnney;@thOFFICIALtrish wow..hehe..haba ng comments..inlab na nga tlga bunso ko ke archie,yihii!@DavidArchie are you thinking my lil sis? 
4;1469929453;Tue Apr 07 07:50:31 PDT 2009;NO_QUERY;Angelique110;I don't wanna be stalkerish, but what are peoples AIM addies?  I've just downloaded it today, if you could DM me with your screen nameee!
4;2000855341;Mon Jun 01 23:08:38 PDT 2009;NO_QUERY;plagueround;Had a really good night. 
4;2058382259;Sat Jun 06 14:49:46 PDT 2009;NO_QUERY;Gina_M_Bby;@nncyfbby:   !
4;1794131059;Thu May 14 05:02:23 PDT 2009;NO_QUERY;BabyGirl_86;is thinking how lucky i am to have such a gorgeous and clever lil princess... shes my world, so proud of her  Love you loads Kianna xXx
4;1976983455;Sat May 30 19:46:46 PDT 2009;NO_QUERY;madamminnie;Hey #magic fans! Next muppet... Hedo or Howard? (via @ebiya) Both! A-la Bert &amp
0;2015288716;Wed Jun 03 04:15:11 PDT 2009;NO_QUERY;chioa;says hayz school's suspended until june 14  yey gimik!!!  http://plurk.com/p/y44zl
4;1558886157;Sun Apr 19 09:40:30 PDT 2009;NO_QUERY;joanslade;@katfishh hey kat, how are you if you get a chance can you tweet me? 
4;2051856485;Fri Jun 05 22:59:11 PDT 2009;NO_QUERY;audreycanady;Going home, falling asleep to Sex &amp
0;2234816420;Thu Jun 18 23:48:51 PDT 2009;NO_QUERY;MIRder;Life's a bitch / and then you die  that's a sad lyric lol
4;2056501282;Sat Jun 06 11:15:35 PDT 2009;NO_QUERY;kenzieshores;@nickdunne23 you're awesome!  thank you 
0;2190056230;Tue Jun 16 01:38:36 PDT 2009;NO_QUERY;georgie_carroll;i feel so sorry for one of my friends. i've known her 15yrs and she is one of the awesomest girls EVER but nobody ever seems to like her 
4;1754474323;Sun May 10 06:23:44 PDT 2009;NO_QUERY;FrenchTeamVF;@wesleyadamquinn What's up Wes? so, when are u coming in France?! it would be awesome! I add you on youtube  - Vfactory French Team !
4;2060346051;Sat Jun 06 18:44:00 PDT 2009;NO_QUERY;ARoadRetraveled;@JanetRoper Not yet...enjoying the last bit of NY/Long Island as much as possible 
4;2059747769;Sat Jun 06 17:33:26 PDT 2009;NO_QUERY;Joshua_Mills;Waiting for Amanda to call back. Sleepover party tomorrow!!! 
4;2067470223;Sun Jun 07 12:24:04 PDT 2009;NO_QUERY;richardBarley;@darrenporter Yeah, while I'm not paying the bill I am happy to do it last minute  After the 19th I'll be back to bargain hunting again!
4;2068021098;Sun Jun 07 13:21:42 PDT 2009;NO_QUERY;JessMcFlyxxx;@DubarryMcfly just watching the apprentice bout it really  yourself? xx
4;1827787719;Sun May 17 11:26:50 PDT 2009;NO_QUERY;lindseybp1;good day for a BBQ!! 
4;2015163129;Wed Jun 03 03:53:31 PDT 2009;NO_QUERY;emigrant;What does twitterlogy mean? - Many people shout &quot
0;2012500950;Tue Jun 02 20:45:51 PDT 2009;NO_QUERY;curlylo;physical therapy in the morning. then i'm coming home &amp
4;1962353759;Fri May 29 10:55:02 PDT 2009;NO_QUERY;Synoiz;@bootooyoo LOL Don't get me started on waveforms and arpeggiators then, and that's the basic stuff lol! The MicroX is a keyboard thing! 
0;2055172974;Sat Jun 06 08:50:11 PDT 2009;NO_QUERY;Apdream;@CassCass02 I am about to get this room of mine together cause I have stuff all over lol.. But nothing fun 
0;1573877323;Tue Apr 21 03:16:39 PDT 2009;NO_QUERY;sofiesunshine;@tommcfly http://twitpic.com/3pgwv - I wish i was there. I won't be there until like 3 
4;1968116944;Fri May 29 20:47:28 PDT 2009;NO_QUERY;katherinejanee;finally home. fun night  &lt
0;2015368320;Wed Jun 03 04:28:43 PDT 2009;NO_QUERY;KevN86;@mat_harris sorry I didn't get to see you guys when you were in town   come back soon? lol
0;1557060593;Sun Apr 19 01:47:38 PDT 2009;NO_QUERY;emoly28;@Stefffles one of the birds we got, its has a massive tumor lump thing on his neck, and we dont know what it is o.O   and idk what to do 
4;1684762748;Sat May 02 21:58:36 PDT 2009;NO_QUERY;Jsorce89;@eldiablorioja Haha I was in the back out of guests view nice try 
4;2192103430;Tue Jun 16 06:30:48 PDT 2009;NO_QUERY;noelsanger;@RealJudgeJules ...Awesome to be stranded with ur better half! Worst part of the DJ life IMO is so much travelling alone! 
4;2056754514;Sat Jun 06 11:43:54 PDT 2009;NO_QUERY;kpdl24;Trynna finish finals essays so I can go out tonight. I will pay anyone to write them for me. 
0;1467815923;Mon Apr 06 22:21:07 PDT 2009;NO_QUERY;fatkat309;some1 hacked my account on aim  now i have to make a new one
0;2283306844;Mon Jun 22 12:27:46 PDT 2009;NO_QUERY;CaseyCornett;@annmwhite OKC weather...    you're making this song play through my head!
0;2191705323;Tue Jun 16 05:48:57 PDT 2009;NO_QUERY;gyna21;Mmm super eaRLy. Off to wOrk. Duuuude I don't remember when my last day off waaas  workn me to the bone! Lol
0;2049703838;Fri Jun 05 17:20:58 PDT 2009;NO_QUERY;aileener;@erinmetcalf i know man fuck!! i'm like your fucking kidding me lol yeahh i dont htink i can go to beach this weekend 
4;2001498499;Tue Jun 02 01:04:59 PDT 2009;NO_QUERY;savagestar;@ODDdesignsATX It is, it so is. God, I'm such a pig. 
4;1982997324;Sun May 31 12:18:23 PDT 2009;NO_QUERY;KatelynLindberg;@djrusselljames HAPPY SUNDAAAY! 
4;1970165976;Sat May 30 02:43:40 PDT 2009;NO_QUERY;noisesource;@killkillkill not sure if i concur with your numerical ranking, but i love it as well. 
4;1976272830;Sat May 30 16:58:07 PDT 2009;NO_QUERY;J_S_C_C;@MeganLovesJo ahh, that sucks! yess, sneak it in &amp
4;1997177729;Mon Jun 01 16:23:28 PDT 2009;NO_QUERY;jansn;Really having a hard time discovering myself in this picture @guidoz  - [Re:] http://mobypicture.com/?gcs9h5
4;1827680710;Sun May 17 11:13:21 PDT 2009;NO_QUERY;blellow;@joedearman yes, I liked it too. 
4;1956196464;Thu May 28 21:22:37 PDT 2009;NO_QUERY;AlexisChavez;@AnnetteStatus thats so awesome 
0;2253212363;Sat Jun 20 07:47:03 PDT 2009;NO_QUERY;raymacneill;sitting in front of the computer in my towel. waiting for my clothes to dry  i dont like this all that much.
4;1976685746;Sat May 30 18:46:14 PDT 2009;NO_QUERY;TravelAndrew;@EliteTravelGal Cheers to that - also looking forward to a rare, quiet Saturday night at home with TIVO (and cats, in my case) 
0;1695078252;Mon May 04 05:07:57 PDT 2009;NO_QUERY;djg320;So tired. 
0;2254935225;Sat Jun 20 10:30:37 PDT 2009;NO_QUERY;xcjm;my head's killing meeeeee. 
0;1678166600;Sat May 02 05:45:52 PDT 2009;NO_QUERY;aussie_ali;@MrW0nderful glad to hear you're all well-pls pass along my love. thanks hun-a lot of ppl don't get it, but she was a part of my family 
0;1972700321;Sat May 30 09:43:18 PDT 2009;NO_QUERY;MallowMania;Bored! Watchin Dragonsden and wishin I was rich 
4;1985842229;Sun May 31 17:52:32 PDT 2009;NO_QUERY;89theBrainchild;good feeling in my heart when i passed some jr high kids and i hear them whispering &quot
4;1974594458;Sat May 30 13:27:14 PDT 2009;NO_QUERY;robertsongames;@Fluid_Games @chgowiz @TalonInTx @trollsmyth I'm on DA as 'designmeme' -- I don't know how to change my userid. 
0;2191952948;Tue Jun 16 06:15:34 PDT 2009;NO_QUERY;MyCheMicALmuse;@Shazzybabez  hope you feel better hon
0;1835767120;Mon May 18 06:42:29 PDT 2009;NO_QUERY;awafaa;who watches the watchdog? currently working with an ombudsman that is pissing money down the drain hand over fist, im horrified 
4;2185511519;Mon Jun 15 17:29:33 PDT 2009;NO_QUERY;DarthMolen;@elegantmachines then check mine out  http://thepowergeeks.com. We're up to #3
4;2179105103;Mon Jun 15 08:39:04 PDT 2009;NO_QUERY;thewritermama;End of lecture. Back to work! 
4;1973005713;Sat May 30 10:17:47 PDT 2009;NO_QUERY;uhhhdaisy;first day of my life- the bright eyes 
4;1957014743;Thu May 28 23:16:52 PDT 2009;NO_QUERY;Kyle4Music;@Plasma_Ball1 @anoela1336 @Marieblue17 i made a movie check mysim page 
4;1694707668;Mon May 04 03:48:25 PDT 2009;NO_QUERY;detoxcute;The Disco at the End of the Universe launch date is sorted - 28th May, London  http://www.myspace.com/thedjtheendoftheuniverse
4;1679455043;Sat May 02 09:23:46 PDT 2009;NO_QUERY;portiswasp;@halina1979 check u sneaky... love it tho. We are soooo overlooked! 
4;1957617418;Fri May 29 01:03:42 PDT 2009;NO_QUERY;zen_1979;but one of the 'yong tau fu' is quite bitter geh? 
4;2057043290;Sat Jun 06 12:15:51 PDT 2009;NO_QUERY;MoreWillie;Rain is holding off for a bit, might be a good time for a run I'm a bit 
4;1956012698;Thu May 28 21:01:29 PDT 2009;NO_QUERY;dirasugandi;Finally got the time for sunbathing...pheeww! 
4;1985350488;Sun May 31 16:56:14 PDT 2009;NO_QUERY;Kenna_R_Everett;Watchin the hills finale soon  and then the movie awards go miley!!!!!!!!!!!!!!! @mileycyrus
0;2013511945;Tue Jun 02 22:51:29 PDT 2009;NO_QUERY;Jamessimon1;I am still at work 
0;2306252808;Tue Jun 23 22:01:57 PDT 2009;NO_QUERY;omfgKorishere;I wish I could just sleep, wake up and all my work would be done. I'm dreadfully tired... Wish I had someone too cuddle with. 
0;2062557671;Sat Jun 06 23:35:02 PDT 2009;NO_QUERY;amruthesh;sunday...gloomy morning 
4;1834598911;Mon May 18 03:32:41 PDT 2009;NO_QUERY;Cowseye;Coffee time ! 
4;1970434523;Sat May 30 03:51:16 PDT 2009;NO_QUERY;HannahSneddon;Drinking tea in the sun, dosnt taste as good. Working again tonight, Cant wait to finish being a student and work 9-4 everyday 
4;1975754040;Sat May 30 15:49:49 PDT 2009;NO_QUERY;AuTuMnBrOwNiE;cut grass for the very first time today! did a pretty good job if i do say so myself! my sweet boyfriend washed my car for me!!!! 
4;1979662338;Sun May 31 04:00:05 PDT 2009;NO_QUERY;zoelovesyouuu;my picture works 
4;2063553556;Sun Jun 07 03:07:35 PDT 2009;NO_QUERY;ZeeRackz;I hate wen niggas ask how I have sex..juss noe I free niggas bitches..bak 2 sleep n ah min 
0;2296999147;Tue Jun 23 09:54:06 PDT 2009;NO_QUERY;Chatoboxer;I don't believe it's possible to have only one Krispy Kreme Doughnut 
4;1975892569;Sat May 30 16:07:44 PDT 2009;NO_QUERY;SuFiSammy;@LadyLogan Have so much fun!!!!  You have a well deserved amazing time&lt
0;1972639912;Sat May 30 09:36:19 PDT 2009;NO_QUERY;missbrandii;@TheRockwell: lmfao 
4;1965861565;Fri May 29 16:40:46 PDT 2009;NO_QUERY;xo_amanda_xo;@alixe_edwards ahh! Is it nice? I haven't been there yet! Can't wait!! 
4;1970084957;Sat May 30 02:23:31 PDT 2009;NO_QUERY;ShannonVirant;goodnightt. even when i wake up it will still be my birthday 
4;2039739324;Thu Jun 04 22:41:03 PDT 2009;NO_QUERY;CynicalUprising;Out of 7 seven phones, my is the coolest  i win.
0;2203125908;Tue Jun 16 23:04:52 PDT 2009;NO_QUERY;MummaBear;Really looking forward to my shit day at work 
0;2221332555;Thu Jun 18 05:10:47 PDT 2009;NO_QUERY;SunsetSoul;All my problems seem to be so fucking small when I read the twits from Iran. Why canĂ‚Â´t the human race be peaceful? 
0;1573948734;Tue Apr 21 03:36:28 PDT 2009;NO_QUERY;amyyyyy;Hopefully I'll stick to my weekly plan. 
4;1970571349;Sat May 30 04:23:58 PDT 2009;NO_QUERY;atouchofart;Beautiful day today here in Midhurst. lots of people walking by and Goodwood races is on also, so lots of trafic in the town. 
4;1932969772;Tue May 26 22:39:40 PDT 2009;NO_QUERY;ryszard99;hates buying expensive and low quality lunch in the city. Packed lunch ftw! 
0;2175945251;Mon Jun 15 02:27:33 PDT 2009;NO_QUERY;MissShivi;@georgie_carroll ugh, I definitely hacven't won then.   
4;2060698452;Sat Jun 06 19:24:19 PDT 2009;NO_QUERY;allonsy;is sat in alone, in a room thats not his own, listening to pap pap pap. and only you get that 
4;2181524358;Mon Jun 15 11:56:44 PDT 2009;NO_QUERY;wlitbl77;I had a niece first, you're just copying me again 
4;2055588388;Sat Jun 06 09:35:30 PDT 2009;NO_QUERY;bluefire1181;Tony Stewart loses pole position for Pocono 500 after crashing at practice
4;2070109730;Sun Jun 07 17:06:37 PDT 2009;NO_QUERY;Ubqtous;@AndyJ 2-3-2 = $$$ 
4;2187705753;Mon Jun 15 20:40:51 PDT 2009;NO_QUERY;ledshamrocks;had a great start to the day, fitness class with @mishbridges and shannon, it was so much fun and i burnt 680 calories 
0;2002098225;Tue Jun 02 03:08:10 PDT 2009;NO_QUERY;Eltonater;My poor eye from tripping over on Friday night   http://twitpic.com/6gghu
0;1980560394;Sun May 31 07:04:57 PDT 2009;NO_QUERY;ksymmonds;A127 shut eastbound at Rayleigh Weir 
0;1991016537;Mon Jun 01 06:14:06 PDT 2009;NO_QUERY;Hallekins;One of our faculty found out he has meningitis over the weekend, he's presently in hospital.  I hate to be sick this time of year 
0;1932555670;Tue May 26 21:42:34 PDT 2009;NO_QUERY;kristeneileen;When you all go off to blogher I am going to be a jealous sad mac 
4;2017013803;Wed Jun 03 07:43:20 PDT 2009;NO_QUERY;Roidsear;I've just been picked by pic of the twitter! 
0;2070699962;Sun Jun 07 18:09:02 PDT 2009;NO_QUERY;mila_camila;Oh GOD! I wont drink it mom, although its a healty drink! That's feel not nice! 
0;1914425843;Mon May 25 10:43:53 PDT 2009;NO_QUERY;psychmaster10;soooo i definitely slipped on the stairs as i was trying my hardest to be careful...my elbow and my ass hurt...n my big toe got a lil cut 
0;1957269543;Fri May 29 00:00:22 PDT 2009;NO_QUERY;kristinarosexxx;@iamivanxxx That sucks to hear. I hate days like that 
0;1551113954;Sat Apr 18 08:11:11 PDT 2009;NO_QUERY;hisgirlmonday;@heytearcatcher same! they've been to belgium between shows 
4;1468612105;Tue Apr 07 02:43:37 PDT 2009;NO_QUERY;BillyMcCoy;@totallytheatre STOP!  can't handle any more copies of the same tweet  Your blog keeps throwing them out.
0;1970376564;Sat May 30 03:37:00 PDT 2009;NO_QUERY;Kate_Ward;Or not, then. 
4;2048922870;Fri Jun 05 16:00:03 PDT 2009;NO_QUERY;PhotoDHel;Sitting at the sunshine, enjoying a double espresso reading a great book... Life is good! 
0;2176693545;Mon Jun 15 04:31:40 PDT 2009;NO_QUERY;becsbez;@JoelyRighteous  hope tomorrow is a better day.
4;1971371010;Sat May 30 06:56:55 PDT 2009;NO_QUERY;HayleyLeSnail;Should Be A Good Night Tonight  Beautiful South WOOP! 
0;1557649139;Sun Apr 19 05:19:04 PDT 2009;NO_QUERY;missarrie;@Imarius Ooo! Yay! I'm still sad that I have no DS9. 
0;1556982866;Sun Apr 19 01:21:43 PDT 2009;NO_QUERY;aeoth;Nuts, MSDN subscription still not renewed, and Win7 RC1 meant to be out very very shortly 
0;1754816103;Sun May 10 07:28:07 PDT 2009;NO_QUERY;ruoivietnam;@Poohnine: hic, l?i m?t nh?m m?t m? gĂŻÂżÂ˝ tweet  T??ng em kĂŻÂżÂ˝u anh :|
0;2180564783;Mon Jun 15 10:38:32 PDT 2009;NO_QUERY;comtnclimr;Somehow I lost my NASAtv on my work television. 
0;2328110079;Thu Jun 25 09:10:51 PDT 2009;NO_QUERY;LaLa1923;boarding the plane, not off to a good start 
4;1933044137;Tue May 26 22:51:09 PDT 2009;NO_QUERY;xfftl8myheartx;@JaviLovesPizza Well atleast you had your shower  Night!
0;1686457555;Sun May 03 05:31:09 PDT 2009;NO_QUERY;bruisedbeauties;@corneliaprior oh nooo  are you ok? H x
0;2183093164;Mon Jun 15 14:02:15 PDT 2009;NO_QUERY;jamie_morton;is really bored...and needs a job. 
0;1836406053;Mon May 18 07:56:27 PDT 2009;NO_QUERY;Atwa_;away to work 
0;2055152503;Sat Jun 06 08:47:49 PDT 2009;NO_QUERY;sophiesspirit;okay...so I am an OPTIMIST! OW OW OW OW OW OW 
0;2234681756;Thu Jun 18 23:31:54 PDT 2009;NO_QUERY;secilkececi;at work 
4;2187549571;Mon Jun 15 20:26:49 PDT 2009;NO_QUERY;Much_Luv_4_Ddub;@YoungQ while youre on top of the mountain, throw me a shout out  much love rob! youre words r true, it means alot. gotta keep climbin!!
0;1827148507;Sun May 17 10:05:42 PDT 2009;NO_QUERY;Janaaahaa;I don't wanna study  Oh lordie i'm bad at this. Give me tips how to survive my physics (and tomorrow math-) books.
0;1825201489;Sun May 17 04:46:47 PDT 2009;NO_QUERY;fidainc;ooh lookie, the original spock is there too... intimidating spock 2009 ... 
0;2265028914;Sun Jun 21 05:36:10 PDT 2009;NO_QUERY;Carol_NJ;Rainy day AGAIN 
4;1548285066;Fri Apr 17 20:32:13 PDT 2009;NO_QUERY;redhibiscusgirl;I'm reading City of Bones too! It's great! Another love triangle...Clary, Simon &amp
0;1991402106;Mon Jun 01 06:58:33 PDT 2009;NO_QUERY;UxSoup;@sygma why not 17'' 
4;1694437556;Mon May 04 02:37:30 PDT 2009;NO_QUERY;razsolo;Is looking forward to a yummy dinner with mizz Kate jones this evening! 
